"gvkey","tic","aco","acominc","ao","aoloch","aqc","bkvlps","caps","ch","chech","csho","cstk","dlc","dltt","dvt","ebit","epspi","nopi","re","rect","revt","siv","sstk","teq","tstk","wcap","restmt_at_mag","restmt_capx_mag","restmt_cogs_mag","restmt_epspi_mag","restmt_ni_mag","restmt_nopi_mag","restmt_reuna_mag","restmt_teq_mag","restmt_txt_mag","restmt_wcap_mag","restmt_xint_mag","cshtrd_m","prccd_m","prcod_m","trfd_m","trfm_m","pe_ratio","wc_ratio","de_ratio","roe_ratio","sp_rating_target","restmt_at_target","restmt_capx_target","restmt_cogs_target","restmt_dltt_target","restmt_epspi_target","restmt_ib_target","restmt_ni_target","restmt_nopi_target","restmt_reuna_target","restmt_teq_target","restmt_txt_target","restmt_wcap_target","restmt_xint_target","litigated","litigation_settlement"
9155,"RAD",197.6548,-42.5598,378.7288,-66.9204,0,-2.5778,4317.3582,126.5706,-1.1258,910.4438,910.4438,56.0906,6085.8372,9.4806,390.807,-0.262,-38.5478,-7570.2888,962.746,25584.7844,0,7.2138,-2208.962,0,1973.347,0,0,0,0,0,69.2926,0,0,0,0,0,13129451.2267135,2.31094595782074,2.3125467486819,1.43862777,1.82122276982549,-8.82040441916312,0.460439295587626,-4.34941406868928,0.0962580614786493,0.134328358208955,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
9359,"SWY",322.9,-79.6,504.45,61.725,37.35,15.8757,3828.625,1626.925,1043.95,283.55,5.125,502.3,4501,177.15,1003.475,4.9975,22.725,6461.85,832.475,41256.45,0,148.975,4373.825,5939.65,309.225,0,-9.61875,-14.06675,0,-0.1665,69.387,-0.0725,-0.18275,-39.5485,0,-0.838,5736487.93760984,23.5502724077329,23.5368936731107,1.12477706938489,1.12567336060209,4.71241068689002,0.471973795425858,2.54942184472401,0.296005212828588,0.148275862068966,0.127835051546392,0.13953488372093,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.154440154440154,0.142857142857143,0.149253731343284,0.151291512915129,0.152985074626866,0.132382892057026,0.145390070921986,"1",NA
9411,"HSH",467.5,-363.25,880.25,0.5,7.5,2.8584,28,914,-141.75,373.2775,3.75,199.5,1631.25,194.75,615.75,2.9975,57.25,1006,663.25,6872,0,49,1052,0,538.25,-0.29775,0,-14.30175,200.07,0,-1052.2805,-1.2915,-1.94975,-56.09075,0,-9.37725,5154559.18101933,24.5748506151142,24.5585586994728,5.55005667351494,15.6330986602559,8.19844891246513,0.551430821737989,4.52590304182509,0.686787072243346,0.145522388059701,0.150943396226415,0.134146341463415,0.142414860681115,0.135353535353535,0.153024911032028,0.154676258992806,0.126272912423625,0.142857142857143,0.149253731343284,0.151291512915129,0.152985074626866,0.132382892057026,0.145390070921986,"0",NA
9538,"SEB",158.58375,-158.32825,50.84125,52.6615,2.191,1795.50715,0,53.835,-1.7005,1.2035,1.2035,67.7125,102.26975,6.33475,298.868,230.7025,54.06025,2157.27875,502.61225,5748.03775,21.47875,0,2161.46875,0,1065.665,0,0,0,0,0,18.57875,0,0,0,0,-24.47575,919.021968365554,2217.82533391916,2217.82076010545,1.1430317590949,2.19088980901357,9.61335630918242,1.74943586353803,0.446544508219238,0.129195136408981,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
9774,"0173A",227.18,-336.96,181.84,48.4,4.8,846236.35226,2074.78,330.84,38.32,125.6808,62.84,204.3,2324.9,0,460.32,1.196,21.16,1265.68,729.54,9944.14,0,60.5,3404.46,0,2083.04,0,0,-0.012,0,0,6.80479999999999,0,0,0,0,-1.203,2514392.64255319,21.7026117021277,21.7038936170213,1.0000009395,1.00001962515945,18.1459964064613,0.729408990546421,1.37023198980161,0.0566727175528571,0.134328358208955,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
10247,"SYY",166.452,-462.503,377.54775,-57.0415,159.62225,7.8281,925.8475,581.59,-151.5915,588.00925,765.175,225.13975,2538.96325,618.28225,1873.132,1.885,21.65325,7413.453,2916.34325,40839.789,0,288.88225,4602.4045,4502.071,2336.06025,0.23375,0,-0.1475,0,0,-39.95175,0,0,0,0,-0.003,3741103.23550088,31.0860808435852,31.0844840070299,1.5861256431283,1.92043510820533,16.4912895721938,0.823620801597744,1.52358169517694,0.241505554324919,0.145522388059701,0.150943396226415,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
10345,"TSTY",3.085,-4.929,5.901,1.851,0,-1.9693,26.682,0.005,0,8.623,4.558,105.967,1.066,1.717,-18.735,-5.56,1.295,-39.835,19.016,171.668,2.603,0,-16.981,8.386,-114.442,0,0,0.166,0,0,-157.992,0,0,0,0,0,45759.4643874644,5.8601207977208,5.87232991452991,4.19513384928775,3.79070697725103,-1.05397856074115,0.173046639464703,-10.0595371297332,2.66050291502267,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
10598,"TOF",0.25225,0,0.016,-0.014,0,0.738575,0.00175,1.20175,-0.29975,5.16175,0.052,0,0,0,-0.21925,-0.06,0,3.7595,1.87025,15.6685,0,0,3.81325,0,3.7935,0,0,0,0,0,0,0,0,0,0,0,7300.51845342706,2.2531474516696,5.93770052724077,1.56164721,1,-37.5524575278266,4.1254376930999,0.318298039729889,-0.0804431915033108,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
10793,"TSN",153.5,-62.5,439.75,37.75,26.5,15.9412,2268.5,977.5,35.25,362.5,39,374.75,2014.75,70.25,1365.5,1.9775,22,3997.5,1348.5,32087,69.75,30.75,5790.25,546,2411.5,0,0,-0.50175,0,0,-349.58325,0,0,0,0,0,4519277.04294479,22.1842112182296,22.1702795793164,1.21444945531989,1.61449034883557,11.2183116147811,0.900048520135856,0.978843745952247,0.124821898881741,0.134328358208955,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
10845,"UL",1214.67266666667,-1673.60966666667,1036.49233333333,166.402,0,3.72333333333333,100.628,1124.08033333333,44.7613333333333,1270.63133333333,276.045,1566.17533333333,3894.023,1440.58233333333,3802.51366666667,1.82,146.261333333333,6182.18866666667,1560.03533333333,27659.2706666667,0,14.7866666666667,5205.13466666667,1812.701,-1555.40333333333,0,0,0,0,0,0,0,0,0,0,0,1304593.87697715,34.9923462214411,34.9699147627417,2.82640030608084,6.25562248222555,19.2265638579347,0.352584028747463,3.85888056434531,0.457444456768458,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
10846,"UN",1967.106,-599.265,1774.811,217.012333333333,0,9.3657,79.418,1465.967,58.3756666666667,1550.00566666667,360.06,2042.52333333333,6023.08,1841.132,4859.29233333333,1.92333333333333,182.754666666667,17731.965,2034.51566666667,34570.2996666667,0,19.284,14823.9083333333,3667.233,-2126.258,0,0,0,0,0,0,0,0,0,0,0,2255578.17223199,34.8156590509666,34.8010456942004,2.69726852036028,9.05813322976133,18.101729142617,0.526063408778721,1.27701792543464,0.222874894104063,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
10871,"3GFOO",0.0205,-0.0045,0.0415,-0.0665,0,0.00275,2.496,1.019,0.1635,393.777,0.3935,0,0,0,-1.0585,1e-06,-5e-04,-1.817,0.0085,0.051,0,1.25,1.0725,0,0.9545,0,0,0,0,0,0,0,0,0,0,0,28131.3933518006,0.301351523545706,0.0507408587257618,2.02549665,1,301351.523545706,5.86989795918367,0.182750582750583,-0.991142191142191,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
10884,"CQB",64.87775,-18.5445,77.78475,5.982,0,12.4515,829.05875,76.69625,-16.838,46.05575,0.4605,26.0555,584.887,0,46.99325,-1.6525,2.29325,-258.29475,343.47025,3125.63675,7.7975,0,571.2245,0,284.704,0,0,0,0,0,68865.0545,0,0,0,0,0,558358.084358524,10.9066695957821,10.9139586994728,1.03434211,1.03418902310466,-6.60010262982274,0.556020978088506,2.22202785419743,-0.134203364876682,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
11017,"UVV",304.1924,-57.5352,104.1246,-29.069,0,42.8915,0,236.011,-9.8188,23.4766,198.3538,215.2586,309.7414,63.6138,225.0506,5.258,10.126,814.3088,380.098,2502.7912,0,1.0538,1246.4638,0,1156.7054,0,0,-0.09,0,0,127.6384,0,0,0,0,0,110264.497799296,596.602203433099,212.875556866197,2.10898522114877,9.21364153789899,113.465614954945,1.60849208598907,0.836056209574638,0.112121667713094,0.148275862068966,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
11178,"VLGEA",15.59525,-11.376,7.86275,0.9365,0,16.24365,0,93.26975,13.65125,13.67125,38.9515,0.481,42.71625,15.928,47.28475,1.895,2.75775,187.1135,15.69525,1364.86325,4.11075,1.077,222.20075,3.86425,62.905,0,0,0,0,0,-70.104,0,0,0,0,0,16519.5896309315,30.1392078207381,30.1587017574692,1.50950002580844,1.74939658701244,15.9045951560623,0.947491272166672,0.777974421778504,0.116552261862302,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
11259,"WMT",2388.4,-883.4,5132.6,0,0,21.13376,3410.8,7382.8,1.2,3453.4,345.4,8418,42659.6,5040.4,24345.4,4.534,2224.4,68884.6,5723,442511.4,0,0,76602.8,0,-8236.8,0,0,0,0,0,24.6698,0,0,0,0,0,9962194.67223199,64.0592267135325,64.0215202108963,1.29623505369069,1.39727784324572,14.1286340347447,0.487784383782181,1.47902687630217,0.20741800560815,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
11264,"WAG",245.75,-9.5,774.75,363.25,0,17.97635,882,1709.75,4.75,929.6375,80,484.75,3460,796.5,3748.25,2.53,125.5,19303.75,2436.5,70863.5,0,279.75,16734.25,3531.5,3439.25,0,0,0,0,0,-453.34025,0,0,0,0,0,7372339.20738137,42.1559314586995,42.1198717047452,1.42470730182777,3.36891819468936,16.6624235014622,0.841087288059568,0.832648609886909,0.140161644531425,0.145522388059701,0.127835051546392,0.134146341463415,0.131147540983607,0.137254901960784,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
11535,"WINN",28.545,4.8175,44.8925,0.4475,0,16.1209,813.8515,180.0455,12.4705,55.4475,0.0555,10.1425,25.975,0,7.1455,-0.365,-4.132,79.7155,67.219,7064.29,0,0,893.6225,0,231.606,0,0,-1.9035,0,0,-13.425,0,0,0,0,0,883431.451905626,8.38653375680581,8.40094373865699,1.96669729,1,-22.9768048131666,0.967111420438212,1.03545512786439,-0.0230707037927089,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
11922,"NGVC",1.3995,-0.001,0.53575,1.5295,0,11.85915,26.595,6.56175,1.498,11.51625,0.408,4.7215,14.73375,0,11.88025,0.2825,0.03125,18.6915,2.82,314.6235,0.3425,14.5335,46.429,0,13.297,0,0,-2.05475,0,0,0,0,0,0,0,0,153413.312373225,29.2088478701826,29.2346093306288,1.00055556,1,103.394151752859,0.769557723522817,1.2871050421073,0.13522259794525,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
11930,"CAW",3.7435,0.0165,0.51775,-0.3945,0,3.32615,2.329,7.19825,-1.1615,7.04225,0.07075,0.008,0.01325,1.72725,-2.06425,-0.245,0.25325,21.03425,6.81975,47.9855,5.28375,0,23.434,0,19.91725,0,0,0,0,0,-196.9,0,0,0,0,0,10826.8471001757,4.58172750439367,4.60691467486819,1.47153050087873,1.47501187359852,-18.7009285893619,3.00991307000153,0.419710676794401,-0.0736216608346846,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
12151,"COTY",288.033333333333,-88.5333333333333,49.4333333333333,-40.0666666666667,776.866666666667,3.2727,1656.43333333333,680.2,177.633333333333,378.566666666667,3.9,92.5,2478.46666666667,31.1666666666667,412.066666666667,-0.0833333333333333,-11.8666666666667,-350.266666666667,600.366666666667,4448.83333333333,0,303.9,1308.23333333333,72.3666666666667,478.266666666667,0,0,0,7.03433333333333,0,555.489333333333,0,0,0,0,-4.465,1180671.24632353,15.9277573529412,15.9254779411765,1.00884214595588,1.00975292587776,-191.133088235294,0.435450987590384,3.88674293576579,-0.0241292328076031,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"1",NA
12368,"3SVCBY",343.84775,-384.59625,1213.666,176.11775,671.106,13.459875,1029.2435,384.6665,-53.9425,702.342,354.132,1504.75825,3868.847,434.64375,1334.3375,0.8975,40.373,8070.041,2493.35225,13741.0635,49.7305,0,9629.56475,0,-4.63725,0,0,0,0,0,0,0,0,0,0,0,0,19.2129876977153,6.64806019332162,1.77924889155536,1.71968169277046,21.4072286325519,0.441400680533394,1.17395357874301,0.0655861678483443,0.134328358208955,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
12575,"CYAN",0.3332,0,3.163,-0.1754,0,2.82038,28.528,3.3232,0.667,5.4082,0.1082,0.2392,2.4852,0,1.6846,0.396,-0.0074,-13.3222,2.8382,22.7372,0,0.0638,15.314,0,7.4978,0,0,0,0,0,0,0,0,0,0,0,20868.2337434095,4.81814569420035,4.80963128295255,1.43697755,1,12.167034581314,1.91411244657144,0.35748987854251,0.140616429410996,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
12756,"CCE",150.25,-394.75,329.25,-25.25,200,9.339175,3774.25,517.25,-15.25,294.28625,3,230.25,2920,153.25,1011.5,2.245,-1.75,454.75,1492,7818,87.75,6.5,2753.75,1478.25,420.5,0,0,0,0,0,3187.5,0,0,0,0,0,3272537.74340949,31.7857293497364,31.7557778558875,1.67607357819859,1.6351389078778,14.1584540533347,0.39852197588487,2.33408987743985,0.246663640490241,0.145522388059701,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
12761,"STKL",25.34325,2.53725,14.4095,-0.2295,21.4955,4.705175,15.662,5.0995,-3.0465,65.95775,183.043,132.3165,38.432,0,39.31675,0.315,0.75925,111.70225,106.429,1063.5,0,1.59675,326.5825,0,113.6665,0,-0.78625,-3.14425,0,0,-864.41925,0,0,13.341,0,0,144619.097185576,6.99728073878628,7.00396059806508,1.84960417,1,22.2135896469406,1.13139510215102,1.03197660621742,0.0628187364601594,0.122641509433962,0.127835051546392,0.13953488372093,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.152985074626866,0.132382892057026,0.13034188034188,"0",NA
12785,"PPC",98.19,-45.98825,105.2025,31.43575,0,4.212425,1545.354,181.018,67.9765,236.648,2.3665,124.96875,1097.5075,0,207.617,0.2275,8.305,-541.6045,423.7035,7737.46425,21.16,249.5705,1009.65625,0,844.24625,0,0,-0.17175,-2.40475,0,-698.58525,0,0,0,0,-0.885,800075.832161687,9.68194165202109,9.67225659050967,1.21890490618629,1.21868517582556,42.5579852836092,0.815896806430669,2.017045157696,0.077788356185583,0.134328358208955,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"1",1500000
12825,"JJSF",8.13775,-3.9575,2.5585,-0.329,10.47275,24.1618,0,103.42175,9.2505,18.66875,40.24925,0.26825,0.40625,9.6225,84.23625,2.965,1.63575,411.0045,77.2085,784.81325,59.99525,4.151,451.25375,0,185.37325,0,0,0.71825,0,0,156.72925,0,0,0,0,0,50352.1871704745,60.4574550087873,60.4076637961336,1.07863746489455,1.0768480518683,20.3903726842453,2.20097387669801,0.265094749905125,0.122974601319103,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
12828,"NXXIQ",0.152,0,0.193,-0.0085,0.086,-0.10615,119.731,1.254,0.15,144.5815,0.7205,8.589,7.534,0,1.451,-0.03,0.0025,-134.326,1.2875,7.722,0,0,-13.8745,0,-7.189,0,0,0,0,0,0,0,0,0,0,0,315652.673151751,0.0145309338521401,0.239668482490272,2.6304949,1,-0.484364461738003,0.162847557855234,-1.26757720998955,0.238855454250604,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
12972,"IMKTA",13.8355,0,39.301,-4.42475,0,17.8721,106.465,22.95075,-10.67275,23.9805,1.19875,48.8615,806.20325,19.1795,117.83775,1.39,6.857,320.7955,66.99275,3606.27725,0,0,428.45925,0,127.73525,0,0,-0.2695,0,0,-137.528,0,0,0,0,-2.00475,44944.1757469244,19.1033760984183,19.1069108963093,2.97675354860281,2.97683449774758,13.7434360420275,0.351934882250672,2.76878723005747,0.0787933741656879,0.148275862068966,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
12978,"KRFT",467.75,-376.75,199.75,-465.25,0,3.6814,2168.5,735.75,421,297.2495,0,6.25,5000,381,3434,4.115,-12.25,29,1059,18287,0,27.5,10599.25,7.75,1089,-0.5085,0,-0.09625,-1.163,-0.84875,689.5455,0,-0.0195,-0.5965,0,-11.25,3238390.48903509,52.5193739035088,52.5478793859649,1.03092334190789,1.03210090883525,12.7629098185927,0.345426435394032,1.11368728919499,0.229426610373375,0.148275862068966,0.150943396226415,0.134146341463415,0.142414860681115,0.135353535353535,0.153024911032028,0.154676258992806,0.154440154440154,0.142857142857143,0.128630705394191,0.151291512915129,0.152985074626866,0.132382892057026,0.145390070921986,"1",NA
